TransactionID,AccountID,TransactionDate,TransactionType,TransactionAmount,Country,IsFlagged,AccountBalance,BeneficiaryAccountID,TransactionDescription
9578,2406085,2022-02-06,payment,27511.27602860857,India,Normal,529864.2072231913,7254990,ATM withdrawal
9579,4418857,2022-10-08,payment,1957.4822702176104,Russia,Normal,691304.4541362838,9888399,Online purchase
9580,8614567,2022-11-05,payment,35819.93663764865,Russia,Normal,180767.8841030304,4986908,Loan repayment
9581,9685116,2022-07-15,credit,25918.410674405895,Germany,Normal,713488.9408816583,1754849,Payment for services
9582,5538847,2022-02-17,transfer,68821.79634902447,India,Normal,648728.7195762454,7575608,Transfer to savings
9583,3611212,2022-07-24,transfer,30747.61849039726,Germany,Normal,216260.4443402966,8834611,ATM withdrawal
9584,3321554,2022-05-11,payment,37522.11487179055,India,Normal,669410.5273089038,8204044,Online purchase
9585,5761515,2022-04-02,debit,72536.13984700222,China,Normal,211570.8951200986,5774711,Loan repayment
9586,9304932,2022-05-03,payment,48096.9584141062,China,Normal,593618.4173424339,5959180,Payment for services
9587,3787352,2022-07-24,payment,55649.87331579803,China,Normal,668882.8196349405,2799764,Transfer to savings
9588,6371045,2022-02-15,debit,84136.25290810739,China,Normal,693381.2094929286,9384561,ATM withdrawal
9589,3498544,2022-01-11,debit,20696.761662682264,China,Normal,909275.6660782871,5982173,Online purchase
9590,9684281,2022-04-17,payment,98918.66099747375,Brazil,Normal,947842.5712617039,6746328,Loan repayment
9591,1525957,2022-03-25,credit,90011.508133121,Germany,Normal,810216.9326061216,8151453,Payment for services
9592,7146685,2022-07-18,credit,28662.417331820092,Russia,Normal,878760.2383714509,9872393,Transfer to savings
9593,4690339,2022-07-26,debit,89294.9123778798,China,Normal,19426.950220241997,3607329,ATM withdrawal
9594,3327654,2022-05-26,payment,75398.07626809838,Brazil,Normal,362731.8419194635,8171331,Online purchase
9595,8870341,2022-11-28,credit,93076.33963149555,Brazil,Normal,39818.24226949228,2021502,Loan repayment
9596,1301951,2022-12-01,payment,69116.60746069333,Germany,Normal,224922.87282318063,8167800,Payment for services
9597,1312499,2022-03-20,payment,67450.99352458603,Germany,Normal,381786.1503477286,7248117,Transfer to savings
9598,9884263,2022-03-03,payment,356.4062656621565,India,Normal,867588.7525671596,4382464,ATM withdrawal
9599,2686279,2022-06-02,credit,47466.40675221889,India,Normal,511802.91078416404,8241878,Online purchase
9600,4734049,2022-09-09,transfer,20034.857931780516,China,Normal,648896.1650026763,1436229,Loan repayment
9601,9095979,2022-08-10,payment,32414.905102309043,USA,Normal,362879.313124457,5874098,Payment for services
9602,7115790,2022-06-08,credit,97881.77524329419,India,Normal,602955.6151593984,1845759,Transfer to savings
9603,6429048,2022-12-17,transfer,8559.340763039403,USA,Normal,815554.9452770872,6736165,ATM withdrawal
9604,2270242,2022-11-05,debit,72251.42218067472,Russia,Normal,301311.2578389051,8075835,Online purchase
9605,9096173,2022-03-09,credit,17302.754738668613,India,Normal,932263.4722923426,6509024,Loan repayment
9606,7578518,2022-07-03,transfer,750.0599362198681,Russia,Normal,213392.16453562258,7955929,Payment for services
9607,3290860,2022-12-07,credit,50146.856697701565,Brazil,Normal,919309.3764059673,1885690,Transfer to savings
9608,3811318,2022-02-19,transfer,16129.917722981712,Brazil,Normal,28394.715592360968,3892193,ATM withdrawal
9609,2189042,2022-07-08,transfer,96546.9709355979,Russia,Normal,542798.00252199,6122761,Online purchase
9610,2173077,2022-09-20,credit,20377.63674355852,Brazil,Normal,985174.3854757786,3810561,Loan repayment
9611,5978820,2022-04-13,debit,19211.60705074644,Russia,Normal,609817.74888454,5150517,Payment for services
9612,5811102,2022-09-08,payment,3226.3707968372064,USA,Normal,554906.1368738723,2885254,Transfer to savings
9613,4027936,2022-08-17,transfer,32988.66567150434,China,Normal,682501.9997302858,1613726,ATM withdrawal
9614,5754895,2022-07-18,payment,2420.9263761506227,Russia,Normal,289373.3175971858,1320391,Online purchase
9615,1551741,2022-09-01,debit,49893.67465796027,India,Normal,54009.94754395582,4815481,Loan repayment
9616,7090007,2022-05-18,payment,50566.0081763126,India,Normal,251139.14275692237,5247772,Payment for services
9617,1723809,2022-10-16,payment,5333.796273527956,USA,Normal,176329.5424335242,2229982,Transfer to savings
9618,1156837,2022-11-04,credit,24013.82707597175,Russia,Normal,923576.8798625603,7264015,ATM withdrawal
9619,1519676,2022-08-05,credit,83212.32744958372,Brazil,Normal,852276.8024594883,4123437,Online purchase
9620,2610921,2022-02-16,debit,46259.85184480739,China,Normal,317782.1121702042,9227666,Loan repayment
9621,5463593,2022-08-05,credit,43466.65805816131,India,Normal,836085.6993624676,6138137,Payment for services
9622,7916950,2022-07-08,transfer,69880.7069667062,China,Normal,211831.51337926943,2817787,Transfer to savings
9623,3694670,2022-11-11,debit,71491.04552949233,China,Normal,199659.29575420977,9726289,ATM withdrawal
9624,7970746,2022-04-06,credit,76198.64045356069,Germany,Normal,767558.6754174394,9240833,Online purchase
9625,6659848,2022-08-11,credit,83049.92768536857,China,Normal,326997.91950605356,3429924,Loan repayment
9626,5161460,2022-11-19,debit,23232.742133772925,Russia,Normal,64886.16016063379,5628801,Payment for services
9627,8402072,2022-08-07,transfer,6647.396921862309,Germany,Normal,720014.5822763884,7194355,Transfer to savings
9628,6875836,2022-02-17,debit,38032.685212545955,USA,Normal,989602.4199543225,6914434,ATM withdrawal
9629,9893396,2022-01-21,credit,85511.240083209,Brazil,Normal,566021.1170554323,5930430,Online purchase
9630,2506440,2022-09-20,credit,7812.086141913943,Germany,Normal,263741.2085632408,1687407,Loan repayment
9631,9181494,2022-06-24,debit,57599.62034230699,China,Normal,372968.40311075817,6888827,Payment for services
9632,5411045,2022-08-26,transfer,70111.28408464792,Brazil,Normal,648684.6936429559,8514485,Transfer to savings
9633,2477482,2022-12-13,transfer,48145.90725609689,China,Normal,701409.4742116978,8776970,ATM withdrawal
9634,7621504,2022-04-25,payment,25524.99260622474,China,Normal,886343.589673763,2956657,Online purchase
9635,7528925,2022-11-28,transfer,32637.68508751806,Germany,Normal,908844.488781932,6262954,Loan repayment
9636,2125664,2022-12-18,debit,7174.493277378771,USA,Normal,861292.3843987711,8654487,Payment for services
9637,3667107,2023-01-01,transfer,29265.42889839462,China,Normal,648526.0771322517,5197901,Transfer to savings
9638,4725563,2022-03-21,transfer,4447.356976051818,Russia,Normal,449907.38458230195,5246770,ATM withdrawal
9639,8231445,2022-09-11,payment,72635.23656341551,Germany,Normal,679337.5538291498,2948899,Online purchase
9640,7157703,2022-09-27,transfer,89800.54789838352,Russia,Suspicious,666598.8008137362,4658017,Loan repayment
9641,4380635,2022-11-19,payment,63354.97771407476,Russia,Normal,218061.12301345772,2059666,Payment for services
9642,3959532,2022-11-28,payment,65673.75526108935,China,Normal,507602.8740391714,6082664,Transfer to savings
9643,5150122,2022-09-26,transfer,47219.51229066722,Russia,Normal,208293.9424610134,6365977,ATM withdrawal
9644,9198344,2022-02-12,credit,15612.084556018755,Brazil,Normal,899133.8686072543,3571844,Online purchase
9645,2106136,2022-05-29,debit,782.4368739244312,USA,Normal,323315.5838097956,4035860,Loan repayment
9646,1901495,2022-08-28,debit,34404.160001081,China,Normal,805445.4464602094,3274184,Payment for services
9647,4120847,2022-08-12,transfer,75151.3408515219,Russia,Normal,377289.3421515436,2200064,Transfer to savings
9648,6131131,2022-02-10,debit,96043.55361576499,USA,Normal,763759.767946607,2029232,ATM withdrawal
9649,5474445,2022-09-02,debit,43114.18172493249,USA,Normal,220990.3636093098,4637638,Online purchase
9650,6168811,2022-06-03,payment,36545.447323229964,Brazil,Normal,763766.843209804,9597558,Loan repayment
9651,4149407,2022-03-18,credit,44601.39104807481,Brazil,Normal,179614.08129118592,7503631,Payment for services
9652,7779697,2022-03-07,debit,42783.211831461274,India,Normal,490868.4585108057,2078862,Transfer to savings
9653,4710324,2022-12-17,credit,62591.72450153452,USA,Normal,113715.382114919,4002269,ATM withdrawal
9654,8546128,2022-06-03,debit,73417.39823583835,China,Normal,527945.2910019701,8950486,Online purchase
9655,7986658,2022-05-08,credit,78497.95274522547,Brazil,Normal,820732.2786564413,9173525,Loan repayment
9656,8278492,2022-09-25,credit,64963.98489538044,China,Normal,755571.3978262979,6677518,Payment for services
9657,3544306,2022-08-07,debit,43778.01863914792,USA,Normal,50810.14381971055,9541072,Transfer to savings
9658,1529983,2022-06-01,payment,95010.87451759833,Brazil,Normal,492228.3535831334,2136513,ATM withdrawal
9659,3323964,2022-10-19,credit,71104.85944016291,India,Normal,852240.0878772248,2467611,Online purchase
9660,1582787,2022-01-25,credit,42671.53750420929,USA,Normal,650138.4799685795,6721391,Loan repayment
9661,1023382,2022-10-10,debit,44663.71189177949,China,Normal,59295.398887503565,3540030,Payment for services
9662,6617492,2022-02-09,credit,81799.90518440225,India,Normal,325699.4602418023,8443204,Transfer to savings
9663,8346796,2022-01-24,credit,44059.683363366545,USA,Normal,556631.2300417688,8073300,ATM withdrawal
9664,5940560,2022-09-20,payment,51632.19954168132,Brazil,Normal,172734.21006684296,4026609,Online purchase
9665,2342643,2022-02-25,credit,29162.31366904321,Russia,Normal,681945.8757950434,2798547,Loan repayment
9666,2930719,2022-09-19,payment,83893.094240191,USA,Normal,634882.9247241478,5471146,Payment for services
9667,9259150,2022-08-06,credit,52233.32517552897,Germany,Normal,202524.03573404663,9899654,Transfer to savings
9668,4428811,2022-07-31,credit,55258.06847955889,China,Normal,550442.9249984236,3444125,ATM withdrawal
9669,3513614,2022-02-18,payment,88068.73351731275,Brazil,Normal,811737.3840411977,6149789,Online purchase
9670,5846113,2022-08-26,payment,92052.52161204249,Brazil,Fraudulent,374889.2171072037,1797018,Loan repayment
9671,3543173,2022-12-05,transfer,82421.13772868534,Germany,Normal,247061.8763428752,8822510,Payment for services
9672,4144720,2022-10-19,credit,6546.387593601066,Russia,Normal,701250.4513957028,8373607,Transfer to savings
9673,4791343,2022-05-10,payment,44356.47508699365,India,Normal,70897.23357999917,8979555,ATM withdrawal
9674,2622512,2022-07-01,credit,34339.660605851015,Brazil,Normal,832690.5397064926,6779431,Online purchase
9675,1450067,2022-05-11,credit,21359.34298509858,India,Normal,943464.6213673857,6570502,Loan repayment
9676,7192072,2022-10-27,credit,90896.29804582013,India,Normal,964790.5264694954,1005516,Payment for services
9677,9744250,2022-02-11,debit,89007.99514186724,India,Fraudulent,432595.5004402468,4489429,Transfer to savings
9678,6010500,2022-09-15,transfer,46535.13534949223,Russia,Normal,623240.5206834528,5778257,ATM withdrawal
9679,7061782,2022-01-09,debit,13464.73945877962,USA,Normal,857378.8210147732,5931698,Online purchase
9680,7461029,2022-02-28,transfer,1346.4283769754275,Germany,Normal,223501.64764393005,6793486,Loan repayment
9681,8397239,2022-12-05,credit,43852.32338567623,China,Normal,27799.898491129956,1499202,Payment for services
9682,6377168,2022-08-25,credit,4005.1153058685745,Germany,Normal,384627.77586199506,7488021,Transfer to savings
9683,9017464,2022-04-02,payment,60959.49863255682,Brazil,Normal,884382.6219117652,8025534,ATM withdrawal
9684,7421472,2022-04-04,transfer,60844.8029992981,Germany,Normal,505121.40435433394,8278657,Online purchase
9685,2697152,2022-07-21,transfer,89894.95539726566,China,Normal,530265.9266174347,5946872,Loan repayment
9686,2159149,2022-01-24,debit,19013.012337652766,USA,Normal,691504.8978313645,2957172,Payment for services
9687,1120730,2022-02-12,transfer,37145.710298930266,Brazil,Normal,574559.8086482174,5024651,Transfer to savings
9688,5081093,2022-08-02,credit,85955.94342454003,USA,Normal,54571.191374115,7924834,ATM withdrawal
9689,2839968,2022-12-27,payment,47434.9072839866,Brazil,Normal,560904.0391344785,1058410,Online purchase
9690,5213085,2022-06-02,debit,5981.731664304704,China,Normal,647994.0550024667,4376940,Loan repayment
9691,2286793,2022-06-10,payment,11087.283320436904,USA,Normal,641631.6182445165,1863096,Payment for services
9692,8855506,2022-10-28,transfer,81347.32261212933,China,Normal,728371.3246621229,6509390,Transfer to savings
9693,2941042,2022-08-21,transfer,74372.30602855101,China,Normal,519968.28506943624,6212459,ATM withdrawal
9694,3651222,2022-12-10,debit,87589.39290150751,Russia,Normal,900068.791872387,1351747,Online purchase
9695,4818067,2022-08-19,transfer,11894.927979255284,Germany,Normal,464314.18736319995,6662630,Loan repayment
9696,9649769,2022-11-16,payment,76044.07021221478,Brazil,Normal,518234.6543648807,2988304,Payment for services
9697,7357722,2022-05-16,credit,65513.88545216933,India,Fraudulent,780327.7257073007,1186448,Transfer to savings
9698,8735491,2022-06-24,debit,23237.001181692867,India,Normal,833251.6522178393,2768586,ATM withdrawal
9699,6375653,2022-04-06,transfer,97390.69951170555,USA,Normal,648396.6308513631,1205529,Online purchase
9700,4857469,2022-04-19,payment,57039.7783669316,China,Normal,126460.57534205502,5333425,Loan repayment
9701,4851526,2022-04-05,credit,90688.72875995956,Germany,Normal,332018.8989535559,5521460,Payment for services
9702,1335983,2022-02-10,transfer,85910.72248935657,Brazil,Normal,20253.536804802407,2072230,Transfer to savings
9703,3466993,2022-11-06,debit,33319.214797655935,USA,Normal,295520.26317567605,3840095,ATM withdrawal
9704,2115059,2022-05-13,transfer,53600.326630061456,China,Normal,570287.2668322823,6366528,Online purchase
9705,9788377,2022-12-11,transfer,43142.51625747312,Russia,Normal,805250.2162729375,6557144,Loan repayment
9706,3654965,2022-02-24,transfer,70910.66625030497,India,Normal,585691.2086249675,3138629,Payment for services
9707,8551506,2022-08-11,credit,58808.320034297336,India,Normal,39990.66625646401,4649916,Transfer to savings
9708,6338888,2022-10-01,credit,78487.50476839376,Brazil,Normal,259180.54922730828,4766417,ATM withdrawal
9709,5920851,2022-01-10,transfer,1185.1084372024739,Brazil,Normal,578103.8752841598,6174087,Online purchase
9710,5463721,2022-01-03,transfer,68782.4482088417,Brazil,Normal,709076.8168305634,4756260,Loan repayment
9711,4472108,2022-07-22,debit,31913.3248704133,USA,Normal,866467.2046344259,5878789,Payment for services
9712,5925233,2022-03-01,transfer,22429.971767542902,Brazil,Normal,967648.4516205745,8860586,Transfer to savings
9713,9523215,2022-01-07,payment,80126.12422220364,USA,Normal,891797.4426303693,9051257,ATM withdrawal
9714,6768076,2022-03-29,payment,8931.228906706656,Germany,Suspicious,467381.25408912863,2824454,Online purchase
9715,6495179,2022-12-02,debit,22853.71990946313,China,Normal,746954.8181436472,6547308,Loan repayment
9716,4346953,2022-09-02,credit,20381.39676656682,India,Normal,240603.7469943073,5166735,Payment for services
9717,2156928,2022-08-24,transfer,41988.34625151959,USA,Normal,63924.41142791699,6340470,Transfer to savings
9718,4241695,2022-12-21,debit,32240.455087880528,China,Normal,55163.50716456916,2016470,ATM withdrawal
9719,7642589,2022-07-27,credit,72049.62702779593,Russia,Normal,241381.55411074028,9976440,Online purchase
9720,1212628,2022-12-03,debit,69939.99436134164,Brazil,Normal,37637.33103764455,4085969,Loan repayment
9721,7643509,2022-11-05,credit,32553.83440169284,India,Normal,850287.3866936022,5079001,Payment for services
9722,8763412,2022-09-07,transfer,43703.70780681806,Russia,Normal,489971.7653854339,3466286,Transfer to savings
9723,5327261,2022-06-05,debit,20798.7393361355,USA,Normal,810918.9506877097,8293927,ATM withdrawal
9724,5771873,2022-11-13,transfer,67086.7817006221,Brazil,Normal,939904.2870303829,9703899,Online purchase
9725,8645447,2022-11-12,debit,39628.311785856225,China,Normal,993908.4957618589,7981315,Loan repayment
9726,2085110,2022-07-04,credit,13291.28218317711,Germany,Normal,937170.2930776976,7401585,Payment for services
9727,8398129,2022-12-20,debit,12735.276536232011,China,Normal,716585.1414912646,3476885,Transfer to savings
9728,5623527,2022-12-11,payment,32238.84463533334,USA,Normal,442035.4538757799,9504071,ATM withdrawal
9729,6715574,2022-12-20,payment,74735.02961333322,Germany,Normal,598025.0405772853,2589689,Online purchase
9730,6906512,2022-12-12,debit,2560.178569788723,Germany,Normal,816514.7182727754,8637992,Loan repayment
9731,1974687,2022-07-22,payment,25784.891571356387,Brazil,Normal,897564.7496588234,6302484,Payment for services
9732,8701349,2022-06-04,transfer,16256.99102728684,China,Normal,956472.8217570207,9921196,Transfer to savings
9733,1824726,2022-02-14,payment,95648.21735234844,USA,Normal,730632.6384870841,4546613,ATM withdrawal
9734,6840445,2022-03-06,payment,70531.10758106293,Russia,Normal,539999.5537667501,2241632,Online purchase
9735,9393302,2022-03-11,transfer,23330.936085053425,Russia,Fraudulent,968374.872649275,1740453,Loan repayment
9736,3679590,2022-01-08,transfer,20753.9839377651,Germany,Fraudulent,958629.099271615,1127661,Payment for services
9737,5740148,2022-04-08,credit,85804.4742332738,Brazil,Normal,477605.08230145276,6379820,Transfer to savings
9738,7210239,2022-02-27,transfer,19030.767374677147,Russia,Normal,648693.5246555789,5606840,ATM withdrawal
9739,3037775,2022-01-09,debit,99705.94942772073,Germany,Normal,809286.2211773507,2497726,Online purchase
9740,2986373,2022-12-23,payment,28237.488969939855,China,Normal,433135.7987741401,2955522,Loan repayment
9741,5818060,2022-04-07,credit,8442.428159804802,Russia,Normal,829394.6889204715,3697627,Payment for services
9742,3916971,2022-01-14,transfer,69097.27998274565,India,Normal,111544.32693798783,9259262,Transfer to savings
9743,6835770,2022-04-18,payment,60968.18283049153,USA,Normal,481203.60568059614,3640989,ATM withdrawal
9744,3613456,2022-09-04,debit,99982.21831449206,India,Normal,482664.2376390895,3480898,Online purchase
9745,8214554,2022-11-29,debit,80210.55357975379,China,Normal,684688.5904622854,4100715,Loan repayment
9746,5266660,2022-03-16,credit,42889.36494799258,India,Suspicious,116501.36887433946,9439099,Payment for services
9747,7084010,2022-11-29,debit,67664.37870182673,China,Normal,103300.11240693645,4539550,Transfer to savings
9748,7551381,2022-05-04,payment,81786.76686579917,China,Normal,900604.7529242686,7755469,ATM withdrawal
9749,1608919,2022-08-12,transfer,51377.51527907508,Brazil,Normal,303811.0903069164,8730608,Online purchase
9750,7727830,2022-11-17,debit,27294.416359013805,India,Normal,326989.6860702078,6000181,Loan repayment
9751,6924216,2022-10-03,transfer,21018.4631722141,Germany,Normal,776883.8605404176,3134641,Payment for services
9752,9729430,2022-04-08,payment,29535.1908469953,China,Normal,414967.5452079579,6814289,Transfer to savings
9753,5704863,2022-02-14,payment,84808.39747916382,India,Normal,832940.4617235088,2992164,ATM withdrawal
9754,8352236,2022-06-04,transfer,38049.43292514864,Germany,Normal,401528.5842909011,9092158,Online purchase
9755,8085282,2022-08-26,payment,28673.54921504608,USA,Normal,760623.7062311209,8838417,Loan repayment
9756,5440768,2022-03-17,credit,80590.66390723015,Germany,Normal,525357.4268539331,9698099,Payment for services
9757,6276473,2022-08-31,debit,3201.714974036605,India,Normal,935834.5435255972,1815112,Transfer to savings
9758,7499716,2022-08-05,credit,59399.88751032491,India,Normal,327456.2340613721,8089497,ATM withdrawal
9759,1115064,2022-01-12,credit,87364.44400059531,Germany,Normal,362754.3259796383,4885953,Online purchase
9760,3589644,2022-03-01,credit,41014.27406807018,Germany,Normal,969989.5175923938,8639161,Loan repayment
9761,8209403,2022-03-27,transfer,26939.12295431485,Russia,Normal,737551.3454566482,3060767,Payment for services
9762,4058321,2022-03-20,transfer,49175.98985290128,China,Normal,772590.0818904709,1521513,Transfer to savings
9763,3200852,2022-12-26,payment,71750.54199753102,India,Normal,296047.15127218765,8150956,ATM withdrawal
9764,7447726,2022-08-16,transfer,51665.39024788959,China,Normal,532091.1928494063,1822087,Online purchase
9765,5347864,2022-09-06,payment,773.8230726310533,China,Normal,313609.6313306918,3106476,Loan repayment
9766,9033907,2022-08-30,transfer,7841.672365240512,USA,Normal,259942.89997062527,7048579,Payment for services
9767,4103800,2022-01-11,payment,72135.62902473923,India,Normal,535287.6635084541,9026968,Transfer to savings
9768,2338618,2022-08-19,debit,40001.133974201104,China,Normal,987761.8481874588,5454674,ATM withdrawal
9769,8735167,2022-10-27,payment,78479.73536871081,USA,Normal,214701.1849496341,8276614,Online purchase
9770,1586901,2022-05-05,debit,64952.49651144983,Russia,Normal,242595.6071016305,4832669,Loan repayment
9771,9762529,2022-04-14,payment,58155.76827384466,China,Normal,243204.6754458604,4780058,Payment for services
9772,8912798,2022-05-31,transfer,90138.50308615735,China,Normal,791723.0913871287,9292048,Transfer to savings
9773,1407650,2022-10-19,transfer,2141.9941273364616,Russia,Normal,510531.01290855295,5344850,ATM withdrawal
9774,6672745,2022-07-20,debit,15511.88579616619,India,Normal,384829.1799652684,6123164,Online purchase
9775,4729046,2022-01-27,credit,62441.35178964266,Germany,Normal,843805.4553837546,1681012,Loan repayment
9776,4615383,2022-06-20,credit,6592.146374544043,Russia,Normal,297560.88929669984,5613117,Payment for services
9777,1770448,2022-01-05,payment,64500.598801218526,Germany,Normal,392278.67688474717,8979999,Transfer to savings
9778,4819128,2022-02-22,transfer,98412.26649175653,India,Normal,73713.19723749913,3719204,ATM withdrawal
9779,9126710,2022-11-19,credit,87882.02181846344,Germany,Normal,118998.21086482932,7250115,Online purchase
9780,6274033,2023-01-01,transfer,59095.783233302594,Brazil,Normal,136817.39361448685,3952606,Loan repayment
9781,2840220,2022-08-10,transfer,89398.72766385316,Germany,Normal,347040.5409184575,6694595,Payment for services
9782,9523019,2022-08-01,transfer,11635.65244511386,Russia,Normal,524132.8519616448,3744961,Transfer to savings
9783,5151910,2022-09-11,payment,45474.869550907155,China,Normal,844.2404575922021,4765490,ATM withdrawal
9784,3677678,2022-10-24,debit,42873.324820049456,China,Normal,190013.31826868217,8671595,Online purchase
9785,1412610,2022-11-02,payment,33651.394223429175,USA,Normal,175732.45518901193,3134106,Loan repayment
9786,8178560,2022-10-11,credit,30.137799449698438,Russia,Normal,253421.51410363792,3225497,Payment for services
9787,1052055,2022-05-29,debit,89103.9915709391,India,Normal,166164.317960624,9895851,Transfer to savings
9788,6347389,2022-01-19,credit,77772.88394917797,USA,Normal,195208.668345795,3678568,ATM withdrawal
9789,7943122,2022-09-07,debit,65289.22298482288,China,Normal,983881.9729279014,9464742,Online purchase
9790,2136263,2022-07-24,debit,12905.394716724888,China,Normal,594770.7861286975,4690277,Loan repayment
9791,3497838,2022-09-06,payment,37826.731317813494,USA,Normal,762716.8955367114,9064969,Payment for services
9792,6129584,2022-09-20,transfer,92433.45646680944,Russia,Normal,819361.4427429804,1953024,Transfer to savings
9793,6762726,2022-10-30,transfer,61696.79121090397,Brazil,Normal,667713.8293662025,4064226,ATM withdrawal
9794,3299820,2022-11-10,debit,60345.01954723724,Germany,Normal,704109.8620002404,3183690,Online purchase
9795,4543244,2022-12-14,payment,91313.52620995589,Brazil,Normal,632320.2161908308,7987238,Loan repayment
9796,2838346,2022-09-07,credit,55987.774152714774,Brazil,Normal,649408.5406984932,3287207,Payment for services
9797,8402633,2022-04-29,credit,59766.348623212354,Brazil,Normal,928456.7842746706,3329302,Transfer to savings
9798,8566169,2023-01-01,transfer,34578.11229067697,Russia,Normal,185819.90002809017,6379737,ATM withdrawal
9799,7911542,2022-02-01,transfer,37150.37851394484,Brazil,Normal,274802.56282268657,6937951,Online purchase
9800,6898131,2022-09-28,credit,68563.83017279112,Germany,Normal,93349.22296385553,4150126,Loan repayment
9801,1159876,2022-01-10,credit,32050.31731096489,India,Normal,837340.7305179755,9193975,Payment for services
9802,6516182,2022-08-05,payment,55915.20097957913,USA,Normal,448810.44809548586,6990356,Transfer to savings
9803,4410331,2022-10-23,credit,27926.877148746396,Brazil,Normal,907113.8500914696,6912665,ATM withdrawal
9804,7189152,2022-06-11,payment,16620.862543064988,Brazil,Normal,411734.5456750477,4955042,Online purchase
9805,4511449,2022-10-11,transfer,45445.70186928076,USA,Normal,442669.896665702,2451675,Loan repayment
9806,2414447,2022-02-02,credit,21752.42678128658,USA,Normal,448411.6656374543,7362206,Payment for services
9807,4458332,2022-05-18,transfer,89850.44556510326,India,Normal,612531.8428717877,6086798,Transfer to savings
9808,3180122,2022-11-28,debit,30368.26045304502,China,Normal,766147.5045541656,1283318,ATM withdrawal
9809,1716177,2022-08-02,debit,59744.235532976716,India,Normal,351357.14688960696,5650151,Online purchase
9810,6412199,2022-08-31,debit,26351.54963611494,China,Normal,630202.4368769776,3113965,Loan repayment
9811,4019332,2022-03-01,credit,25809.3460798494,Russia,Normal,204047.04001325904,5478636,Payment for services
9812,1479177,2022-09-11,transfer,35070.101787026004,Germany,Normal,554091.6997909996,7849893,Transfer to savings
9813,1521317,2022-11-15,credit,91588.2979864217,India,Normal,546630.2413536956,1752337,ATM withdrawal
9814,4826562,2022-11-27,transfer,39155.85885114381,Germany,Normal,888726.9940617222,5552475,Online purchase
9815,9167399,2022-06-27,payment,82128.4342777202,USA,Normal,895855.6393273423,3570353,Loan repayment
9816,2508797,2022-08-18,credit,19737.83447309791,India,Normal,487262.4371837457,5913143,Payment for services
9817,4926888,2022-12-24,debit,4826.472618211743,Russia,Normal,24697.00583180617,1784915,Transfer to savings
9818,3024676,2022-08-12,payment,78169.97535093114,USA,Normal,844637.4884231073,2019479,ATM withdrawal
9819,6202753,2022-01-11,transfer,54192.070996735565,Russia,Normal,722.4083181154336,7050296,Online purchase
9820,3152304,2022-03-24,credit,50377.54404456187,Russia,Normal,478305.8101439929,3473285,Loan repayment
9821,8560105,2022-05-28,transfer,27227.862866448864,Brazil,Normal,19888.178617693473,1251247,Payment for services
9822,5552939,2022-04-09,transfer,7240.978315786589,USA,Fraudulent,352656.03522658726,9325983,Transfer to savings
9823,7514849,2022-08-29,credit,48291.175032921274,Russia,Normal,636801.0095979674,6342602,ATM withdrawal
9824,9475177,2022-06-26,credit,86723.96361634918,Brazil,Normal,371263.78296377533,8836615,Online purchase
9825,9198931,2022-08-13,transfer,12011.001150211552,China,Normal,926898.6694409987,3705312,Loan repayment
9826,1984131,2022-04-29,transfer,92917.79622592375,Brazil,Normal,640799.5570814643,7162414,Payment for services
9827,5875436,2022-09-17,payment,27480.16073335905,China,Normal,646479.2281674849,5145913,Transfer to savings
9828,8749611,2022-04-23,debit,53223.30741993794,Brazil,Normal,374499.60226477275,3397970,ATM withdrawal
9829,5878154,2022-10-28,transfer,6660.174462703517,Brazil,Normal,38639.66994383,7536456,Online purchase
9830,8940312,2022-12-17,debit,42510.40891432655,Germany,Normal,738205.9055196068,8539260,Loan repayment
9831,8681147,2022-06-23,payment,12598.529661852277,Germany,Normal,716273.1060714112,5311297,Payment for services
9832,6204369,2022-11-05,debit,4806.898869859976,USA,Normal,530172.0145011169,1603541,Transfer to savings
9833,7361293,2022-12-03,debit,96656.1037658307,Russia,Normal,416326.41245376505,9362427,ATM withdrawal
9834,6905447,2022-08-28,payment,73012.15260105862,Germany,Normal,538363.2183036206,6332755,Online purchase
9835,1945424,2022-03-09,transfer,71908.58152415593,China,Normal,746840.7226099704,1224195,Loan repayment
9836,2958754,2022-05-31,debit,9064.063451480371,Germany,Normal,712814.1522447865,2391654,Payment for services
9837,1639068,2022-12-31,transfer,92935.75894352932,USA,Normal,658143.8513619574,6207285,Transfer to savings
9838,2371242,2022-07-19,transfer,46952.15681583846,India,Normal,903786.8896765889,6659623,ATM withdrawal
9839,4663175,2022-08-02,credit,85229.88396506253,China,Normal,609927.3884625734,2858767,Online purchase
9840,7150208,2022-12-11,transfer,1269.9841003659396,India,Normal,14608.196580282749,9820936,Loan repayment
9841,3020148,2022-12-01,transfer,29827.666068937317,China,Normal,618102.0292516913,2828746,Payment for services
9842,2160675,2022-07-04,debit,99604.7517414253,Russia,Normal,612597.9897457124,5846234,Transfer to savings
9843,6918342,2022-08-30,transfer,42789.52588911296,Russia,Normal,69729.19988908767,9793406,ATM withdrawal
9844,5036589,2022-03-24,transfer,88850.46895104683,Russia,Normal,427786.98134052946,2197170,Online purchase
9845,3726427,2022-11-15,credit,32806.55485362026,USA,Normal,651131.1523321318,3146445,Loan repayment
